D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_22_508.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_22_508.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_22_508.jpg, 0, 0, 0, 7.944929E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_22_628.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_22_628.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_22_628.jpg, 0, 0, 0, 7.835055E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_22_735.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_22_735.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_22_735.jpg, 0, 0, 0, 7.800342E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_22_839.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_22_839.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_22_839.jpg, 0, 0, 0, 7.889844E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_22_955.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_22_955.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_22_955.jpg, 0, 0, 0, 8.191536E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_23_075.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_23_075.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_23_075.jpg, 0, 0, 0, 7.963723E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_23_179.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_23_179.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_23_179.jpg, 0, 0, 0, 8.027884E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_23_298.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_23_298.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_23_298.jpg, 0, 0, 0, 7.825214E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_23_415.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_23_415.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_23_415.jpg, 0, 0, 0, 7.937857E-05
D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\center_2020_07_08_22_57_23_520.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\left_2020_07_08_22_57_23_520.jpg, D:\alvrt\OneDrive\Escritorio\The complete self-driving car course - Applied Deep learning\Data\IMG\right_2020_07_08_22_57_23_520.jpg, 0, 0, 0, 7.858824E-05
